name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-15096,NO,1,268,305,220,237,174,258
GENE-15097,NO,1,118,150,141,106,149,168
GENE-15098,NO,1,1025,1090,1006,841,938,810
GENE-15099,NO,1,0,0,0,0,0,0
GENE-15100,NO,1,0,0,0,0,0,0
GENE-15101,NO,1,92,139,140,195,150,115
GENE-15102,NO,1,4387,2038,3248,3447,3765,2317
GENE-15103,NO,1,0,0,0,0,0,0
GENE-15104,NO,1,483,465,513,426,499,490
GENE-15105,NO,1,0,0,0,0,0,0
GENE-15106,NO,1,38,51,47,36,50,39
GENE-15107,NO,1,0,0,0,0,0,0
GENE-15108,NO,1,0,0,0,0,0,0
GENE-15109,NO,1,0,0,0,0,0,0
GENE-15110,NO,1,0,0,0,0,0,0
GENE-15111,NO,1,0,0,0,0,0,0
GENE-15112,YES,1,0,0,0,0,0,0
GENE-15113,NO,1,0,0,0,0,0,0
GENE-15114,NO,1,0,0,0,0,0,0
GENE-15115,NO,1,0,0,0,0,0,0
GENE-15116,NO,1,0,0,1,0,2,0
GENE-15117,NO,1,7,3,3,3,5,4
GENE-15118,NO,1,0,0,0,0,0,0
GENE-15119,NO,1,2,2,0,1,2,1
GENE-15120,NO,1,0,0,0,0,0,0
GENE-15121,NO,1,0,0,0,0,0,0
GENE-15122,NO,1,0,0,0,0,0,0
GENE-15123,NO,1,0,0,0,0,0,0
GENE-15124,NO,1,0,0,0,0,0,0
GENE-15125,NO,1,78,121,148,107,89,47
GENE-15126,NO,1,43,32,36,40,55,39
GENE-15127,NO,1,0,0,0,0,0,0
GENE-15128,NO,1,362,375,337,330,437,472
GENE-15129,NO,1,36,38,36,29,37,32
GENE-15130,NO,1,0,0,0,0,0,0
GENE-15131,NO,1,0,0,0,0,0,0
GENE-15132,NO,1,0,0,0,0,0,0
GENE-15133,NO,1,473,555,395,477,433,463
GENE-15134,NO,1,0,0,0,0,0,0
GENE-15135,NO,1,335,273,124,96,167,93
GENE-15136,NO,1,446,625,539,526,388,728
GENE-15137,NO,1,0,0,0,0,0,0
GENE-15138,NO,1,56,41,39,54,41,29
GENE-15139,NO,1,4,0,1,0,3,2
GENE-15140,NO,1,0,0,0,0,0,0
GENE-15141,NO,1,1,3,1,1,1,0
GENE-15142,NO,1,0,0,0,0,0,0
GENE-15143,NO,1,0,0,0,0,0,0
GENE-15144,NO,1,0,0,0,0,0,0
GENE-15145,NO,1,0,0,0,0,0,0
GENE-15146,NO,1,0,0,0,0,0,0
GENE-15147,NO,1,0,0,0,0,0,0
GENE-15148,NO,1,733,631,1014,593,963,723
GENE-15149,NO,1,1,0,0,0,0,1
GENE-15150,NO,1,0,0,0,0,0,0
GENE-15151,NO,1,0,0,0,0,0,0
GENE-15152,NO,1,0,0,0,0,0,0
GENE-15153,NO,1,0,0,0,0,0,0
GENE-15154,NO,1,0,0,0,0,0,0
GENE-15155,NO,1,0,0,0,0,0,0
GENE-15156,YES,1,0,0,0,0,0,0
GENE-15157,NO,1,0,0,0,0,0,0
GENE-15158,NO,1,0,0,0,0,0,0
GENE-15159,NO,1,0,0,0,0,0,0
GENE-15160,NO,1,0,0,0,0,0,0
GENE-15161,NO,1,0,0,0,0,0,0
GENE-15162,NO,1,0,0,0,0,0,0
GENE-15163,NO,1,312,240,367,223,273,342
GENE-15164,NO,1,19,26,24,16,20,17
GENE-15165,NO,1,0,0,0,0,0,0
GENE-15166,NO,1,0,0,0,0,0,0
GENE-15167,NO,1,83,46,76,88,87,34
GENE-15168,NO,1,0,0,0,0,0,0
GENE-15169,NO,1,2633,2581,2426,2578,2195,2401
GENE-15170,NO,1,0,0,0,0,0,0
GENE-15171,NO,1,51,109,52,95,58,70
GENE-15172,NO,1,372,505,404,434,410,409
GENE-15173,NO,1,0,0,0,0,0,0
GENE-15174,NO,1,0,0,0,0,0,0
GENE-15175,NO,1,0,0,0,0,0,0
GENE-15176,NO,1,210,96,173,140,172,156
GENE-15177,NO,1,26,27,15,30,24,27
GENE-15178,NO,1,0,0,0,0,0,0
GENE-15179,NO,1,0,0,0,0,0,0
GENE-15180,NO,1,56,53,61,91,67,87
GENE-15181,NO,1,0,0,0,1,0,0
GENE-15182,NO,1,903,1164,749,884,626,791
GENE-15183,NO,1,51,70,39,63,61,46
GENE-15184,NO,1,18,31,25,30,29,28
GENE-15185,NO,1,0,0,0,0,0,0
GENE-15186,NO,1,0,0,0,0,0,0
GENE-15187,NO,1,153,149,124,104,140,105
GENE-15188,NO,1,39,26,38,81,57,72
GENE-15189,NO,1,31,31,38,43,36,36
GENE-15190,NO,1,0,0,0,0,0,0
GENE-15191,NO,1,0,0,0,0,0,0
GENE-15192,NO,1,1016,961,1047,496,705,839
GENE-15193,NO,1,240,224,396,367,326,362
GENE-15194,NO,1,0,0,0,0,0,0
GENE-15195,NO,1,59,66,51,75,63,52
GENE-15196,NO,1,0,0,0,0,0,0
GENE-15197,NO,1,0,0,0,0,0,0
GENE-15198,NO,1,0,0,0,0,0,0
GENE-15199,NO,1,0,0,0,0,0,0
GENE-15200,NO,1,0,0,0,0,0,0
GENE-15201,NO,1,0,0,0,0,0,0
GENE-15202,NO,1,0,0,0,0,0,0
GENE-15203,NO,1,0,0,0,0,0,0
GENE-15204,NO,1,0,0,0,0,0,0
GENE-15205,NO,1,0,0,0,0,0,0
GENE-15206,NO,1,0,0,0,0,0,0
GENE-15207,NO,1,0,0,0,0,0,0
GENE-15208,NO,1,0,0,0,0,0,0
GENE-15209,NO,1,0,0,0,0,0,0
GENE-15210,NO,1,0,0,0,0,0,0
GENE-15211,NO,1,0,0,0,0,0,0
GENE-15212,NO,1,0,0,0,0,0,0
GENE-15213,NO,1,2,8,5,1,5,1
GENE-15214,NO,1,0,0,0,0,0,0
GENE-15215,NO,1,0,0,0,0,0,0
GENE-15216,NO,1,0,0,0,0,0,0
GENE-15217,NO,1,0,0,0,0,0,0
GENE-15218,NO,1,40,34,39,42,45,38
GENE-15219,NO,1,891,806,658,831,829,932
GENE-15220,NO,1,0,0,0,0,0,0
GENE-15221,NO,1,0,0,0,0,0,0
GENE-15222,NO,1,0,0,0,0,0,0
GENE-15223,NO,1,0,0,0,0,0,0
GENE-15224,NO,1,0,0,0,0,0,0
GENE-15225,NO,1,11,14,8,8,12,12
GENE-15226,NO,1,0,0,0,0,0,0
GENE-15227,NO,1,0,0,0,0,0,0
GENE-15228,NO,1,0,0,0,0,0,0
GENE-15229,NO,1,0,0,0,0,0,0
GENE-15230,NO,1,0,0,0,0,0,0
GENE-15231,NO,1,0,0,0,0,0,0
GENE-15232,NO,1,0,0,0,0,0,0
GENE-15233,NO,1,0,0,0,0,0,0
GENE-15234,NO,1,1125,1194,824,932,833,824
GENE-15235,NO,1,0,0,0,0,0,0
GENE-15236,NO,1,394,394,407,383,411,455
GENE-15237,NO,1,0,0,0,0,0,0
GENE-15238,NO,1,0,0,0,0,0,0
GENE-15239,NO,1,0,0,0,0,0,0
GENE-15240,NO,1,1028,929,979,1049,867,715
GENE-15241,NO,1,162,149,145,170,172,194
GENE-15242,NO,1,0,0,0,0,0,0
GENE-15243,NO,1,0,0,0,0,0,0
GENE-15244,NO,1,0,0,0,0,0,0
GENE-15245,NO,1,0,1,1,0,2,1
GENE-15246,NO,1,0,0,0,0,0,0
GENE-15247,NO,1,0,0,0,0,0,0
GENE-15248,NO,1,0,0,0,0,0,0
GENE-15249,NO,1,17,27,27,34,28,21
GENE-15250,NO,1,0,0,0,0,0,0
GENE-15251,NO,1,0,0,0,0,0,0
GENE-15252,NO,1,0,0,0,0,0,0
GENE-15253,NO,1,0,0,0,0,0,0
GENE-15254,YES,1,0,0,0,0,0,0
GENE-15255,NO,1,84,71,122,59,99,46
GENE-15256,NO,1,0,0,0,0,0,0
GENE-15257,NO,1,0,0,0,0,0,0
GENE-15258,NO,1,430,541,656,490,468,444
GENE-15259,NO,1,59,63,41,22,44,44
GENE-15260,NO,1,0,0,0,0,0,0
GENE-15261,NO,1,171,190,180,206,141,160
GENE-15262,NO,1,72,142,1,9,1,0
GENE-15263,NO,1,0,0,0,0,0,0
GENE-15264,NO,1,397,169,383,525,308,549
GENE-15265,NO,1,49,35,31,54,34,24
GENE-15266,YES,1,0,0,0,0,0,0
GENE-15267,YES,1,0,1,1,1,0,0
GENE-15268,NO,1,0,0,0,0,0,0
GENE-15269,NO,1,0,0,0,0,0,0
GENE-15270,NO,1,0,0,0,0,0,0
GENE-15271,NO,1,0,0,0,0,0,0
GENE-15272,NO,1,0,0,2,0,0,0
GENE-15273,NO,1,0,0,0,0,0,0
GENE-15274,NO,1,0,0,0,0,0,0
GENE-15275,NO,1,0,0,0,0,0,0
GENE-15276,NO,1,0,0,0,0,0,0
GENE-15277,NO,1,0,0,0,0,0,0
GENE-15278,NO,1,0,0,0,0,0,0
GENE-15279,NO,1,158,195,120,150,114,110
GENE-15280,NO,1,22,16,21,28,30,10
GENE-15281,NO,1,0,0,0,0,0,0
GENE-15282,NO,1,0,0,0,0,0,0
GENE-15283,NO,1,0,0,0,0,0,0
GENE-15284,NO,1,0,0,0,0,0,0
GENE-15285,NO,1,0,0,0,0,0,0
GENE-15286,NO,1,10,16,6,10,7,10
GENE-15287,NO,1,6,5,7,10,5,5
GENE-15288,NO,1,116,115,110,168,152,148
GENE-15289,NO,1,13,18,42,33,25,36
GENE-15290,NO,1,0,0,0,0,0,0
GENE-15291,NO,1,0,0,0,0,0,0
GENE-15292,NO,1,0,0,0,0,0,0
GENE-15293,NO,1,0,0,0,0,0,0
GENE-15294,NO,1,0,0,0,0,0,0
GENE-15295,NO,1,0,0,0,0,0,0
GENE-15296,NO,1,0,0,0,0,0,0
GENE-15298,NO,1,0,0,0,0,0,0
GENE-15299,NO,1,0,0,0,0,0,0
GENE-15300,YES,1,0,0,0,0,0,0
GENE-15301,NO,1,0,0,0,0,0,0
GENE-15302,NO,1,0,8,0,1,31,0
GENE-15303,NO,1,0,0,0,0,0,0
GENE-15304,NO,1,0,0,0,0,0,0
GENE-15305,NO,1,0,0,0,0,0,0
GENE-15306,NO,1,0,0,0,0,0,0
GENE-15307,NO,1,0,0,0,0,0,0
GENE-15308,NO,1,0,0,0,0,0,0
GENE-15309,NO,1,0,0,0,0,0,0
GENE-15310,NO,1,0,0,0,0,0,0
GENE-15311,NO,1,0,0,1,0,0,0
GENE-15312,NO,1,0,0,0,0,0,0
GENE-15313,NO,1,0,0,0,0,0,0
GENE-15314,NO,1,0,0,0,0,0,0
GENE-15315,NO,1,111,109,129,121,95,102
GENE-15316,NO,1,60,49,57,42,63,52
GENE-15317,NO,1,3976,234,8,759,0,2532
GENE-15318,NO,1,0,0,0,0,0,0
GENE-15319,NO,1,0,0,0,0,0,0
GENE-15320,NO,1,0,0,0,0,0,0
GENE-15321,NO,1,0,0,0,0,0,0
GENE-15322,NO,1,0,0,0,0,0,0
GENE-15323,NO,1,0,0,0,0,0,0
GENE-15324,NO,1,0,0,0,0,0,0
GENE-15325,YES,1,0,0,0,0,0,0
GENE-15326,NO,1,50,35,33,34,30,47
GENE-15327,NO,1,113,133,162,119,197,134
GENE-15328,NO,1,0,1,5,2,4,3
GENE-15329,NO,1,0,0,0,0,0,0
GENE-15330,NO,1,0,0,0,0,0,0
GENE-15331,NO,1,0,0,0,0,0,0
GENE-15333,NO,1,0,0,0,0,0,0
GENE-15334,NO,1,9,5,6,2,5,2
GENE-15335,NO,1,0,0,0,0,0,0
GENE-15336,NO,1,0,0,0,0,0,0
GENE-15337,NO,1,166,163,154,167,175,189
GENE-15338,NO,1,0,0,0,0,0,0
GENE-15339,NO,1,0,0,0,0,0,0
GENE-15340,NO,1,1,0,1,1,0,0
GENE-15341,NO,1,0,0,0,0,0,0
GENE-15342,NO,1,0,0,0,0,0,0
GENE-15343,NO,1,0,0,0,0,0,0
GENE-15344,NO,1,0,0,0,0,0,0
GENE-15345,NO,1,585,458,601,707,445,617
GENE-15346,NO,1,0,0,0,0,0,0
GENE-15347,NO,1,36,41,33,29,32,34
GENE-15348,NO,1,0,0,0,0,0,0
GENE-15349,NO,1,271,217,192,194,224,219
GENE-15350,NO,1,0,0,0,0,0,0
GENE-15351,NO,1,0,0,0,0,0,0
GENE-15352,NO,1,2,3,7,5,5,7
GENE-15353,NO,1,11,9,11,11,9,10
GENE-15354,NO,1,0,0,0,0,0,0
GENE-15355,NO,1,35,16,25,43,46,34
GENE-15356,NO,1,439,302,574,562,826,808
GENE-15357,NO,1,0,0,0,0,0,0
GENE-15358,NO,1,24,22,24,21,29,25
GENE-15359,NO,1,0,0,0,0,0,0
GENE-15360,NO,1,0,0,0,0,0,0
GENE-15361,NO,1,0,0,0,0,0,0
GENE-15362,NO,1,81,99,87,82,117,97
GENE-15363,NO,1,321,311,386,439,595,196
GENE-15364,NO,1,17,7,10,20,17,14
GENE-15365,NO,1,0,0,0,0,0,0
GENE-15366,NO,1,0,0,0,0,0,0
GENE-15367,NO,1,0,0,0,0,0,0
GENE-15368,NO,1,0,0,0,0,0,0
GENE-15369,NO,1,0,0,0,0,0,0
GENE-15370,NO,1,18,43,31,38,46,37
GENE-15371,NO,1,0,0,0,0,0,0
GENE-15372,NO,1,144,120,168,128,124,153
GENE-15373,YES,1,0,0,0,0,0,0
GENE-15374,NO,1,0,0,0,0,0,0
GENE-15375,NO,1,0,0,0,0,0,0
GENE-15376,NO,1,0,0,0,0,0,0
GENE-15377,NO,1,15,10,15,14,13,12
GENE-15378,NO,1,11,10,14,15,16,10
GENE-15379,NO,1,0,0,0,0,0,0
GENE-15380,NO,1,0,0,0,0,0,0
GENE-15381,NO,1,0,0,0,0,0,0
GENE-15382,NO,1,0,0,0,0,0,0
GENE-15383,NO,1,178,270,290,369,489,340
GENE-15384,NO,1,0,0,0,0,0,0
GENE-15385,NO,1,0,0,0,0,0,0
GENE-15386,NO,1,0,0,0,0,0,0
GENE-15387,NO,1,58,72,63,78,63,74
GENE-15388,NO,1,0,0,0,0,0,0
GENE-15389,NO,1,0,0,0,0,0,0
GENE-15390,NO,1,0,0,0,0,0,0
GENE-15391,NO,1,0,0,0,0,0,0
GENE-15392,NO,1,0,0,0,0,0,0
GENE-15393,NO,1,0,0,0,0,0,0
GENE-15394,NO,1,0,0,0,0,0,0
GENE-15395,NO,1,0,0,0,0,0,0
GENE-15396,NO,1,0,0,0,0,0,0
GENE-15397,NO,1,0,0,0,0,0,0
GENE-15398,NO,1,0,0,0,0,0,0
GENE-15399,NO,1,0,0,0,0,0,0
GENE-15400,NO,1,394,384,412,306,465,329
GENE-15401,NO,1,0,0,0,0,0,0
GENE-15402,NO,1,0,0,0,0,0,0
GENE-15403,YES,1,0,0,0,0,0,0
GENE-15404,NO,1,0,0,0,0,0,0
GENE-15405,NO,1,2,0,1,0,1,5
GENE-15406,NO,1,0,0,0,0,0,0
GENE-15407,NO,1,987,2272,429,3308,1446,688
GENE-15408,NO,1,0,0,0,0,0,0
GENE-15409,NO,1,0,0,0,0,0,0
GENE-15410,NO,1,0,0,0,0,0,0
GENE-15411,NO,1,0,0,0,0,0,0
GENE-15412,NO,1,51,36,43,52,56,52
GENE-15413,NO,1,0,0,0,0,0,0
GENE-15414,NO,1,148,143,128,132,131,144
GENE-15415,NO,1,0,0,0,0,0,0
GENE-15416,NO,1,0,0,1,0,0,1
GENE-15417,NO,1,7,3,4,5,3,1
GENE-15418,NO,1,171,108,162,164,94,134
GENE-15419,NO,1,258,237,208,218,293,275
GENE-15420,NO,1,0,0,0,0,0,0
GENE-15421,NO,1,0,0,0,0,0,0
GENE-15422,NO,1,0,0,0,0,0,0
GENE-15423,YES,1,0,0,0,0,0,0
GENE-15424,NO,1,0,0,0,0,0,0
GENE-15425,NO,1,0,0,0,0,0,0
GENE-15426,NO,1,0,0,0,0,0,0
GENE-15427,NO,1,1,1,4,2,3,3
GENE-15428,NO,1,0,0,0,0,0,0
GENE-15429,NO,1,13,14,7,8,13,12
GENE-15430,NO,1,0,0,0,0,0,0
GENE-15431,NO,1,195,153,179,183,178,196
GENE-15432,NO,1,753,132,461,566,409,169
GENE-15433,NO,1,3589,5240,3484,4325,4318,3673
GENE-15434,NO,1,0,0,0,0,0,0
GENE-15435,NO,1,878,1284,1217,1299,1114,1410
GENE-15436,NO,1,900,417,1001,637,779,324
GENE-15437,NO,1,0,0,0,0,0,0
GENE-15438,NO,1,39,14,43,34,26,39
GENE-15439,NO,1,0,0,0,0,0,0
GENE-15440,NO,1,0,2,3,2,5,3
GENE-15441,NO,1,1,0,0,0,0,1
GENE-15442,NO,1,9,12,13,10,17,9
GENE-15443,NO,1,0,0,0,0,0,0
GENE-15444,NO,1,182,114,137,137,117,160
GENE-15445,NO,1,0,0,0,0,0,0
GENE-15446,NO,1,0,0,0,0,0,0
GENE-15447,NO,1,0,0,0,0,0,0
GENE-15448,NO,1,867,931,871,997,793,1021
GENE-15449,NO,1,0,0,0,0,0,0
GENE-15450,NO,1,0,0,0,0,0,0
GENE-15451,NO,1,2100,2165,2012,2217,1849,1974
GENE-15452,NO,1,0,0,0,0,0,0
GENE-15453,NO,1,0,0,0,0,0,0
GENE-15454,NO,1,0,0,0,0,0,0
GENE-15455,NO,1,0,0,0,0,0,0
GENE-15456,NO,1,0,0,0,0,0,0
GENE-15457,NO,1,0,1,1,2,0,2
GENE-15458,NO,1,0,0,0,0,0,0
GENE-15459,NO,1,128,147,122,184,134,111
GENE-15460,NO,1,135,134,158,165,181,155
GENE-15461,YES,1,0,0,0,0,0,0
GENE-15462,NO,1,0,0,0,0,0,0
GENE-15463,NO,1,29,32,19,21,29,19
GENE-15464,NO,1,0,0,0,0,0,0
GENE-15465,NO,1,0,0,0,0,0,0
GENE-15466,NO,1,9,13,12,5,8,8
GENE-15467,NO,1,0,0,0,0,0,0
GENE-15468,NO,1,405,353,275,365,246,463
GENE-15469,NO,1,0,0,0,0,0,0
GENE-15470,NO,1,0,0,0,0,0,0
GENE-15471,NO,1,72,50,32,30,17,22
GENE-15472,NO,1,0,0,0,0,0,0
GENE-15473,NO,1,0,0,0,0,0,0
GENE-15474,NO,1,0,0,0,0,0,0
GENE-15475,NO,1,0,0,0,0,0,0
GENE-15476,NO,1,406,392,426,372,432,388
GENE-15477,NO,1,0,0,0,0,0,0
GENE-15478,NO,1,0,0,0,0,0,0
GENE-15479,NO,1,0,0,0,0,0,0
GENE-15480,NO,1,5,5,4,1,3,6
GENE-15481,NO,1,0,0,0,0,0,0
GENE-15482,NO,1,0,0,0,0,0,0
GENE-15483,NO,1,708,546,670,356,639,521
GENE-15484,NO,1,28,72,43,63,60,44
GENE-15485,NO,1,62,61,53,55,50,53
GENE-15486,NO,1,0,0,0,1,2,2
GENE-15487,NO,1,7,16,6,10,13,8
GENE-15488,NO,1,307,352,391,293,447,351
GENE-15489,NO,1,0,0,0,0,0,0
GENE-15490,NO,1,0,0,0,0,0,0
GENE-15491,NO,1,0,0,0,0,0,0
GENE-15492,NO,1,0,0,0,0,0,0
GENE-15493,NO,1,0,0,0,0,0,0
GENE-15494,NO,1,79,38,64,40,25,47
GENE-15495,NO,1,5,2,8,2,4,3
GENE-15496,NO,1,0,0,0,0,0,0
GENE-15497,NO,1,0,0,0,0,0,0
GENE-15498,NO,1,211,176,212,206,163,163
GENE-15499,NO,1,0,0,0,0,0,0
GENE-15500,NO,1,346,142,121,2800,3127,112
GENE-15501,NO,1,9,12,7,14,9,9
GENE-15502,NO,1,0,0,0,0,0,0
GENE-15503,NO,1,0,0,0,0,0,0
GENE-15504,NO,1,0,0,0,0,0,0
GENE-15505,NO,1,0,0,0,0,0,0
GENE-15506,NO,1,2,2,3,6,10,6
GENE-15507,NO,1,0,0,0,0,0,0
GENE-15508,NO,1,0,0,0,0,0,0
GENE-15509,NO,1,0,0,0,0,0,0
GENE-15510,NO,1,0,0,0,0,0,0
GENE-15511,NO,1,1124,821,875,842,927,713
GENE-15512,NO,1,15,16,32,31,5,22
GENE-15513,NO,1,0,0,0,0,0,0
GENE-15514,NO,1,0,0,0,0,0,0
GENE-15515,NO,1,6,8,3,4,9,4
GENE-15516,NO,1,15,11,24,20,16,13
GENE-15517,NO,1,0,0,0,0,0,0
GENE-15518,NO,1,16,13,9,12,15,6
GENE-15519,NO,1,0,0,0,0,0,0
GENE-15520,NO,1,625,631,545,643,672,649
GENE-15521,NO,1,2,7,3,7,3,8
GENE-15522,NO,1,3438,1490,853,1128,1628,1615
GENE-15523,NO,1,0,0,1,1,0,1
GENE-15524,NO,1,0,0,0,0,0,0
GENE-15525,NO,1,0,0,0,0,0,0
GENE-15526,NO,1,0,0,0,0,0,0
GENE-15527,NO,1,0,0,0,0,0,0
GENE-15528,NO,1,0,0,0,0,0,0
GENE-15529,NO,1,2,3,3,1,11,10
GENE-15530,NO,1,432,347,413,363,396,401
GENE-15531,NO,1,0,0,0,0,0,0
GENE-15532,NO,1,0,0,0,0,0,0
GENE-15533,NO,1,251,242,266,250,291,269
GENE-15534,NO,1,0,0,0,0,0,0
GENE-15535,NO,1,52,42,26,42,41,67
GENE-15536,NO,1,0,0,0,0,0,0
GENE-15537,NO,1,0,0,0,0,0,0
GENE-15538,NO,1,0,0,0,0,0,0
GENE-15539,NO,1,0,0,0,0,0,0
GENE-15540,NO,1,0,0,0,0,0,0
GENE-15541,NO,1,0,0,0,0,0,0
GENE-15542,NO,1,0,0,0,0,0,0
GENE-15543,NO,1,0,0,0,0,0,0
GENE-15544,NO,1,5,4,3,1,4,3
GENE-15545,NO,1,0,0,0,0,0,0
GENE-15546,NO,1,26,34,43,25,18,49
GENE-15547,NO,1,0,0,0,0,0,0
GENE-15548,NO,1,0,0,0,0,0,0
GENE-15549,NO,1,584,968,778,811,1430,997
GENE-15550,NO,1,0,0,0,0,0,0
GENE-15551,NO,1,0,0,0,0,0,0
GENE-15552,NO,1,89,59,94,52,58,58
GENE-15553,NO,1,0,1,3,0,0,0
GENE-15554,NO,1,0,0,0,0,0,0
GENE-15555,NO,1,0,0,0,0,0,0
GENE-15556,NO,1,0,0,0,0,0,0
GENE-15557,NO,1,0,0,0,0,0,0
GENE-15558,NO,1,0,0,0,0,0,0
GENE-15559,NO,1,1,0,0,0,1,2
GENE-15560,NO,1,13,9,14,9,8,9
GENE-15561,NO,1,0,0,0,0,0,0
GENE-15562,NO,1,0,0,0,0,0,0
GENE-15563,NO,1,0,0,0,0,0,0
GENE-15564,NO,1,37,34,16,14,32,13
GENE-15565,NO,1,0,0,0,0,0,0
GENE-15566,NO,1,0,0,0,0,0,0
GENE-15567,NO,1,0,0,0,0,0,0
GENE-15568,NO,1,0,0,0,0,0,0
GENE-15569,NO,1,0,0,0,0,0,0
GENE-15570,NO,1,2,0,1,2,0,0
GENE-15571,NO,1,0,0,0,0,0,0
GENE-15572,NO,1,0,3,0,1,1,0
GENE-15573,NO,1,0,0,0,0,0,0
GENE-15574,NO,1,0,0,0,0,0,0
GENE-15575,NO,1,0,0,0,0,0,0
GENE-15576,NO,1,0,0,0,0,0,0
GENE-15577,NO,1,0,0,0,0,0,0
GENE-15578,NO,1,1673,2994,433,1426,4456,225
GENE-15579,NO,1,0,0,0,0,0,0
GENE-15580,NO,1,0,0,0,0,0,0
GENE-15581,NO,1,0,0,0,0,0,0
GENE-15582,NO,1,0,0,0,0,0,0
GENE-15583,NO,1,0,0,0,0,0,0
GENE-15584,NO,1,0,0,0,0,0,0
GENE-15585,NO,1,510,253,252,325,371,256
GENE-15586,NO,1,0,0,0,0,0,0
GENE-15587,NO,1,1,0,1,1,0,1
GENE-15588,NO,1,0,0,0,0,0,0
GENE-15589,NO,1,0,0,0,0,0,0
GENE-15590,NO,1,31,32,108,172,38,8
GENE-15591,NO,1,57,65,63,70,69,75
GENE-15592,NO,1,5,5,7,0,4,7
GENE-15593,NO,1,0,0,0,0,0,0
GENE-15594,YES,1,0,0,0,0,0,0
GENE-15595,NO,1,249,208,246,289,257,182
GENE-15596,NO,1,0,0,0,0,0,0
GENE-15597,NO,1,0,0,0,0,0,0
GENE-15598,NO,1,0,0,0,0,0,0
GENE-15599,NO,1,506,418,411,401,481,418
GENE-15600,NO,1,0,0,0,0,0,0
GENE-15601,NO,1,0,0,0,0,0,0
GENE-15602,NO,1,90,99,119,81,88,88
GENE-15603,NO,1,0,0,0,0,0,0
GENE-15604,NO,1,0,0,0,0,0,0
GENE-15605,NO,1,132,93,274,151,81,115
GENE-15606,NO,1,0,0,0,0,0,0
GENE-15607,NO,1,0,0,0,0,0,0
GENE-15608,NO,1,0,0,0,0,0,0
GENE-15609,NO,1,73,83,73,106,55,76
GENE-15610,NO,1,83,108,128,92,99,157
GENE-15611,NO,1,0,0,0,0,0,0
GENE-15612,NO,1,1,4,4,2,4,3
GENE-15613,NO,1,15,25,19,14,25,15
GENE-15614,NO,1,46,65,54,90,70,86
GENE-15615,NO,1,0,0,0,0,0,0
GENE-15616,NO,1,22,13,27,28,25,20
GENE-15617,NO,1,0,0,0,0,0,0
GENE-15618,NO,1,0,0,0,0,0,0
GENE-15619,NO,1,0,0,0,0,0,0
GENE-15620,NO,1,0,0,0,0,0,0
GENE-15621,NO,1,47,44,28,27,27,57
GENE-15622,YES,1,0,0,0,0,0,0
GENE-15623,NO,1,0,0,0,0,0,0
GENE-15624,NO,1,0,0,0,0,0,0
GENE-15625,NO,1,6,2,2,2,0,3
GENE-15626,NO,1,297,392,356,271,385,424
GENE-15627,NO,1,4,3,2,3,4,1
GENE-15628,NO,1,0,0,0,0,0,0
GENE-15629,NO,1,0,0,0,0,0,0
GENE-15630,NO,1,260,411,331,344,219,167
GENE-15631,NO,1,0,0,0,0,0,0
GENE-15632,NO,1,0,0,0,0,0,0
GENE-15633,NO,1,0,0,0,0,0,0
GENE-15634,NO,1,254,265,319,270,275,274
GENE-15635,NO,1,328,348,570,561,733,575
GENE-15636,NO,1,5,5,9,2,4,10
GENE-15637,NO,1,0,0,0,0,0,0
GENE-15638,NO,1,26,24,40,32,23,21
GENE-15639,NO,1,3,3,0,5,1,6
GENE-15640,NO,1,105,100,92,80,73,93
GENE-15641,NO,1,0,0,0,0,0,0
GENE-15642,NO,1,272,264,309,342,311,247
GENE-15643,NO,1,243,237,264,297,236,199
GENE-15644,NO,1,0,0,0,0,0,0
GENE-15645,NO,1,0,0,0,0,0,0
GENE-15646,NO,1,4,3,4,2,4,3
GENE-15647,NO,1,7,15,22,34,31,33
GENE-15648,NO,1,0,0,0,0,0,0
GENE-15649,NO,1,87,71,87,61,80,80
GENE-15650,NO,1,26,21,21,12,22,16
GENE-15651,NO,1,0,1,3,0,2,0
GENE-15652,YES,1,0,0,0,0,0,0
GENE-15653,NO,1,0,0,0,0,0,0
GENE-15654,NO,1,0,0,0,0,0,0
GENE-15655,NO,1,0,0,0,0,0,0
GENE-15656,NO,1,0,0,0,0,0,0
GENE-15657,NO,1,2148,2059,1665,2252,2338,1376
GENE-15658,NO,1,0,0,0,0,0,0
GENE-15659,NO,1,19,31,28,24,32,35
GENE-15660,YES,1,0,0,0,0,0,0
GENE-15661,NO,1,0,0,0,0,0,0
GENE-15662,NO,1,0,0,0,0,0,0
GENE-15663,NO,1,140,149,120,144,144,148
GENE-15664,NO,1,0,0,0,0,0,0
GENE-15665,NO,1,1244,1279,1304,1183,1227,1329
GENE-15666,NO,1,2,5,3,3,4,4
GENE-15667,NO,1,0,0,0,0,0,0
GENE-15668,NO,1,0,0,0,0,0,0
GENE-15669,NO,1,48,49,45,28,55,34
GENE-15670,NO,1,4,6,4,4,7,4
GENE-15671,NO,1,0,0,0,0,0,0
GENE-15672,NO,1,1,0,0,0,0,0
GENE-15673,NO,1,1,0,1,0,2,0
GENE-15674,NO,1,0,0,0,0,0,0
GENE-15675,NO,1,0,0,0,0,0,0
GENE-15676,NO,1,0,0,0,0,0,0
